aquela;saudade;
branquejando;folhas;
ca;da;
chao;este;
cidade;tao;
como;esse;
da;cidade;minha;
do;sertao;luar;
escuro;nao;
esse;do;
este;luar;
folhas;secas;
gente;o;
ha;o;
la;na;do;
luar;como;la;da;ca;
minha;terra;
na;serra;
nao;luar;ha;tem;
o;gente;nao;
oh;que;
pelo;chao;
que;saudade;
saudade;do;
secas;pelo;
serra;branquejando;
sertao;oh;nao;
tao;escuro;
tem;aquela;
terra;la;
